"CustomerID","CLVSegment","Gender","Age","ResBiz","Optout","CreditStatus","SalesChannel","ContractDuration","ContractEndMonths","ZipDemographHouseOther","ZipDemographHouseRenter","ZipDemographHouseOwner","ZipDemographAvgAge","AvgCallsIn","AvgTxtsIn","AvgCallsOut","ZipCode","ReferenceModel","Churn"
"CE-4653856","SMALL","M",28,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.233333333,0,100,0,49.4,0,0,0,"33717",0.396347903362252,"Y"
"CE-696803","SMALL","M",22,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.233333333,1,80,19,44.4,23,32.33333333,41,"10770",0.686329811019457,"Y"
"CE-8521326","SMALL","F",60,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.233333333,1,18,81,46.3,1,0,8.666666667,"79954",0.00100522463574975,"N"
"CE-9788848","SMALL","M",27,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.233333333,1,45,54,50.4,17.33333333,0,11.33333333,"30894",0.0576233959710497,"N"
"CE-433769","SMALL","F",27,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.233333333,0,29,71,43.7,20,3.333333333,115.3333333,"24255",0.519501075222551,"No"
"CE-8199396","SMALL","F",26,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.233333333,0,100,0,40.6,3.666666667,0,37.33333333,"33185",0.380365963617667,"N"
"CE-9861619","LARGE","F",26,"N","N","N","THIRD PARTY SALES CHANNEL",,-5.266666667,0,100,0,47.5,219.3333333,14.33333333,301.6666667,"33554",0.618502402832588,"Y"
"CE-2623653","LARGE","M",21,"N","N","N","PRIVATE SALES CHANNEL",,-5.266666667,1,84,15,33.8,69,2,90,"34768",0.921505908359503,"Y"
"CE-2265745","MEDIUM","M",22,"N","N","N","THIRD PARTY SALES CHANNEL",,-5.266666667,1,70,29,36,49.33333333,13.33333333,91,"65999",0.285679702293388,"y"
"CE-5025981","MEDIUM","M",52,"N","N","N","THIRD PARTY SALES CHANNEL",,-5.266666667,0,49,51,44.3,12,0.333333333,15.33333333,"47089",0.0169730142763585,"N"
"CE-2796117","SMALL","F",55,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.266666667,0,0,100,45,28,0,30,"43319",0.933439109277652,"N"
"CE-4492085","LARGE","F",30,"N","N","N","THIRD PARTY SALES CHANNEL",24,-5.266666667,1,48,51,46.5,68.66666667,3.666666667,33.66666667,"92945",0.866551554961315,"N"
"CE-9527203","LARGE","F",26,"N","N","N","PRIVATE SALES CHANNEL",12,-5.266666667,1,82,17,43.8,82,3.333333333,120,"72840",0.841485377142519,"Yes"
"CE-8766627","MEDIUM","M",30,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.266666667,1,48,51,43.8,0,0,0,"92039",0.743708573790731,"No"
"CE-8147805","SMALL","M",20,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.266666667,1,7,92,44.1,80,2.666666667,135,"27412",0.0432476746789405,"Y"
"CE-2148583","MEDIUM","F",30,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.266666667,0,100,0,36.6,23.33333333,1,27.33333333,"33539",0.0336619988229324,"N"
"CE-2105812","SMALL","M",23,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.266666667,0,50,50,46.1,30.66666667,0,65,"05576",0.322779287114106,"Yes"
"CE-8522288","LARGE","M",47,"Y","N","N","THIRD PARTY SALES CHANNEL",12,-5.266666667,1,67,32,44.1,61,0.333333333,55,"35686",0.0171805342375867,"N"
"CE-8686069","LARGE","F",44,"N","N","N","PRIVATE SALES CHANNEL",12,-5.3,1,89,10,37.6,77.66666667,3,114.3333333,"21267",0.449318538195764,"N"
"CE-7447448","SMALL","F",50,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.3,1,34,65,43.8,56.66666667,8.666666667,39,"78856",0.550596823693974,"Y"
"CE-3567158","SMALL","M",35,"Y","N","N","THIRD PARTY SALES CHANNEL",12,-5.3,0,100,0,28.1,78.33333333,0,51.66666667,"33513",0.0320077868020293,"Yes"
"CE-7029591","MEDIUM","M",27,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.3,1,6,93,42.8,12,4.333333333,10,"74907",0.590033102930639,"N"
"CE-287789","LARGE","F",44,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.3,1,98,1,45,33,0.666666667,82.66666667,"60202",0.611918965068997,"N"
"CE-7775698","SMALL","M",25,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.3,1,65,34,46.5,63.66666667,7.333333333,187,"49622",0.168144783930712,"Y"
"CE-9584185","TOP","F",36,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.3,1,40,59,43.6,109,0.666666667,123.3333333,"13123",0.571662948475296,"No"
"CE-5024839","SMALL","M",42,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.3,0,100,0,40,43,0.333333333,91,"33679",0.394893030056712,"N"
"CE-5497739","MEDIUM","F",23,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.3,0,0,100,44.7,49,5,82.33333333,"43083",0.67917194093414,"Yes"
"CE-6652322","LARGE","M",50,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.3,1,75,24,46,116.6666667,4.333333333,256,"46793",0.150180709962299,"No"
"CE-9884192","LARGE","M",28,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.3,0,18,82,50.9,120.6666667,170.3333333,122.3333333,"79155",0.673743673223328,"N"
"CE-9219477","MEDIUM","M",46,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.3,1,8,91,40.4,11.33333333,0,44.66666667,"98047",0.257149730437806,"No"
"CE-3987778","MEDIUM","M",32,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.3,1,3,96,46.3,65,0,80,"36820",0.602792974748282,"Y"
"CE-1824781","MEDIUM","M",42,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.3,0,0,100,26,46.33333333,8,52,"43619",0.981765054819918,"y"
"CE-8474515","MEDIUM","M",20,"N","N","N","THIRD PARTY SALES CHANNEL",,-5.333333333,0,0,100,43.3,38,3.333333333,40.66666667,"43957",0.0607674113203995,"N"
"CE-916291","SMALL","M",27,"N","N","N","THIRD PARTY SALES CHANNEL",,-5.333333333,1,76,23,38.3,28,1.666666667,57.33333333,"32702",0.0474050890526662,"y"
"CE-3427536","LARGE","M",23,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.333333333,0,100,0,30.3,141.6666667,17.66666667,167,"33511",0.183715133286454,"No"
"CE-6039843","LARGE","F",24,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.333333333,1,69,30,44,85.66666667,0,102.6666667,"48781",0.363627105423048,"Y"
"CE-6894038","LARGE","F",29,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.333333333,0,100,0,29,24.33333333,8.333333333,65.66666667,"33357",0.310153885165976,"N"
"CE-5323013","MEDIUM","F",18,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.333333333,0,56,44,44.7,50,6,44,"95532",0.692566516043078,"Y"
"CE-9644235","LARGE","M",31,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.333333333,1,56,43,39.9,76,0,90,"95999",0.171287764448564,"N"
"CE-7111076","LARGE","M",25,"N","N","N","THIRD PARTY SALES CHANNEL",,-5.333333333,0,100,0,45.2,341.6666667,35.33333333,603.6666667,"33262",0.14012760512138,"Yes"
"CE-3355401","LARGE","M",45,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.333333333,1,43,56,46.3,115.6666667,0.666666667,116,"17512",0.153063904576666,"N"
"CE-6919876","SMALL","M",22,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.333333333,0,0,100,43,0.666666667,0,0,"43499",0.00351896496703032,"N"
"CE-9682071","SMALL","M",24,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.333333333,1,28,71,45.3,1.666666667,0,0,"66321",0.182798997008603,"Yes"
"CE-3472134","MEDIUM","M",21,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.333333333,1,40,59,47.3,64.33333333,1.666666667,162,"13216",0.53617992841873,"N"
"CE-5415951","TOP","F",22,"N","N","N","THIRD PARTY SALES CHANNEL",,-5.333333333,0,0,100,44.5,215,81.66666667,392.3333333,"43479",0.526916146796348,"Yes"
"CE-8590635","LARGE","F",23,"N","N","N","PRIVATE SALES CHANNEL",12,-5.333333333,1,89,10,42.8,41,3.333333333,77,"21121",0.241160805884749,"No"
"CE-8945718","SMALL","M",35,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.333333333,1,50,49,42.3,0,0,1.666666667,"05288",0.4612880955574,"No"
"CE-8757148","MEDIUM","M",33,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.366666667,0,0,100,42.3,22.66666667,0,32.66666667,"43462",0.102063170411932,"No"
"CE-6203681","LARGE","F",31,"N","N","N","PRIVATE SALES CHANNEL",,-5.366666667,1,35,64,48.5,135,0,163.6666667,"37724",0.404240160044925,"N"
"CE-5788628","MEDIUM","F",26,"N","N","N","PRIVATE SALES CHANNEL",12,-5.366666667,1,40,59,54.2,33.33333333,2.333333333,41,"13396",0.649439319229218,"N"
"CE-9541249","LARGE","M",22,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.366666667,1,52,47,52.5,165,14,210,"41333",0.847849362179578,"Y"
"CE-9422979","SMALL","F",25,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.366666667,1,70,29,43.1,30,0,31.66666667,"65385",0.0937706802698284,"N"
"CE-6903237","SMALL","F",35,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.366666667,1,80,19,46.5,0,0,0,"10295",0.366230873497876,"Y"
"CE-2508121","MEDIUM","F",25,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.366666667,1,9,90,42,102,0.333333333,77.66666667,"45254",0.0850136875789059,"Y"
"CE-7480060","MEDIUM","M",21,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.366666667,1,70,29,36,27,15.33333333,77.66666667,"65578",0.630575544376704,"No"
"CE-3826593","SMALL","M",21,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.366666667,1,6,93,42.7,24.33333333,0,18.33333333,"74387",0.13000078933849,"Yes"
"CE-7732966","LARGE","M",29,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.366666667,1,6,93,58.9,115.6666667,1.666666667,217.3333333,"74450",0.320416905373831,"N"
"CE-6135472","SMALL","M",29,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.366666667,1,83,16,50.2,22.33333333,0,47.66666667,"29687",0.849654444328336,"N"
"CE-4011756","LARGE","M",28,"N","N","Y","THIRD PARTY SALES CHANNEL",12,-5.4,1,31,68,51.7,51,59.33333333,73.33333333,"08102",0.667408093678293,"N"
"CE-648224","SMALL","M",30,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.4,1,22,77,44.8,38.33333333,0,25.33333333,"39637",0.820997669402552,"Y"
"CE-8102529","MEDIUM","F",57,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.4,0,100,0,51.2,83.33333333,1.666666667,60.66666667,"33497",0.995998602776862,"Yes"
"CE-5368127","LARGE","M",32,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.4,1,52,47,57.3,106,0,188,"41194",0.597872477261807,"N"
"CE-3156589","SMALL","F",48,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.4,1,77,22,46.7,42.33333333,0,37.33333333,"52675",0.298802086931302,"N"
"CE-5236659","SMALL","M",20,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.4,1,38,61,55.6,60,26.33333333,39,"00021",0.128014039032362,"No"
"CE-366497","MEDIUM","U",88,"N","N","N","THIRD PARTY SALES CHANNEL",,-5.4,1,36,63,40.6,0,0,0,"04977",0.246881001213022,"N"
"CE-9383283","SMALL","F",23,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.4,1,61,38,43.9,0.333333333,0,0,"20502",0.991397794391071,"Y"
"CE-7674696","SMALL","M",56,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.4,1,43,56,46.2,43.33333333,1,60.33333333,"17612",0.586700933531658,"No"
"CE-1246837","MEDIUM","F",36,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.4,0,100,0,45.2,26,0,15.66666667,"33543",0.131539611948591,"N"
"CE-991309","LARGE","M",36,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.4,1,20,79,42.8,93.66666667,0,47.66666667,"",0.0634355702622359,"N"
"CE-1145121","LARGE","M",23,"N","N","N","THIRD PARTY SALES CHANNEL",,-5.433333333,1,22,77,47,155.3333333,125,133,"39123",0.716289477674879,"N"
"CE-2290622","SMALL","F",29,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.433333333,0,100,0,43.1,48,1.666666667,58.66666667,"33736",0.750367042573645,"No"
"CE-1930067","LARGE","M",56,"Y","N","N","THIRD PARTY SALES CHANNEL",12,-5.433333333,1,60,39,45.1,3.666666667,0.333333333,13,"16733",0.569596059260484,"N"
"CE-1792455","SMALL","F",26,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.433333333,1,67,32,46.9,25,7.666666667,79.33333333,"35465",0.924386865189705,"Y"
"CE-8195862","LARGE","M",42,"Y","N","Y","THIRD PARTY SALES CHANNEL",12,-5.433333333,0,100,0,38.7,231.3333333,1.333333333,136.3333333,"33093",0.0251520815762901,"Y"
"CE-2804165","LARGE","F",21,"N","N","N","THIRD PARTY SALES CHANNEL",,-5.433333333,1,82,17,34.2,122.6666667,6.666666667,153.6666667,"72217",0.969853325928869,"Y"
"CE-6092453","MEDIUM","M",34,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.433333333,1,54,45,41.6,78.33333333,1.333333333,44,"87863",0.916603528830369,"N"
"CE-7938467","LARGE","M",30,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.433333333,0,100,0,44.4,101.6666667,1.333333333,132,"33167",0.657365253816859,"N"
"CE-225936","LARGE","M",26,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.433333333,1,31,68,49.6,128,20,109,"08911",0.628035079872722,"N"
"CE-4806505","MEDIUM","M",37,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.433333333,0,100,0,42.5,51,1,72,"33495",0.431395284010412,"Y"
"CE-5783648","LARGE","M",25,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.433333333,1,84,15,31.3,184,14.66666667,276.6666667,"34202",0.671523346900287,"N"
"CE-4865448","MEDIUM","M",31,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.433333333,0,100,0,38.3,28.33333333,2.666666667,36.33333333,"33536",0.834461319214524,"N"
"CE-5685778","MEDIUM","M",26,"N","N","N","PRIVATE SALES CHANNEL",12,-5.433333333,1,72,27,30.8,70.66666667,1.333333333,100,"80095",0.404861727155415,"N"
"CE-5763004","MEDIUM","M",43,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.433333333,1,56,43,39.5,10.33333333,0,12,"95090",0.0275151447225015,"N"
"CE-9663893","MEDIUM","F",24,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.433333333,0,49,51,50.3,54.66666667,10.66666667,66.66666667,"47033",0.289666533706843,"No"
"CE-2821727","MEDIUM","M",31,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.433333333,1,79,20,41.5,35.33333333,0.666666667,89,"56225",0.111893734761171,"Yes"
"CE-5076862","MEDIUM","M",32,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.433333333,1,74,25,55.5,85.66666667,0.333333333,87,"25061",0.89887384496412,"N"
"CE-6076169","MEDIUM","M",32,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.433333333,1,39,60,50.9,28,0,41.33333333,"96690",0.71614379877238,"Y"
"CE-8219969","MEDIUM","M",39,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.466666667,1,21,78,42.1,3,0,0,"63808",0.40757559993118,"N"
"CE-4371245","LARGE","M",25,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.466666667,1,39,60,48,3.666666667,150.3333333,4,"96186",0.911804629457366,"Y"
"CE-1713541","MEDIUM","F",34,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.466666667,0,0,100,48.6,31,0,60.66666667,"43117",0.823918263635055,"N"
"CE-5066361","SMALL","F",33,"Y","N","Y","THIRD PARTY SALES CHANNEL",,-5.466666667,0,100,0,29,27.66666667,2,55.33333333,"33877",0.957376871779842,"Y"
"CE-3954075","LARGE","M",32,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.466666667,1,22,77,41.6,113,0.666666667,108,"39588",0.0731353958567587,"No"
"CE-3516914","SMALL","F",49,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.466666667,1,68,31,75.6,0.666666667,0,0,"83863",0.479493129716134,"Y"
"CE-6604534","MEDIUM","M",43,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.466666667,0,100,0,44.9,33,0,95.66666667,"33464",0.931469524204273,"Y"
"CE-7848971","MEDIUM","M",21,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.466666667,0,0,100,36.9,23.66666667,3.666666667,63.33333333,"43036",0.390345208745894,"No"
"CE-2536492","LARGE","M",23,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.466666667,1,53,46,47.6,52.66666667,1,29.33333333,"44709",0.34727429664576,"Yes"
"CE-4551444","SMALL","M",43,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.466666667,1,70,29,42.2,20.33333333,29.66666667,18.66666667,"65569",0.571592623410119,"Y"
"CE-7965811","MEDIUM","F",58,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.466666667,1,76,23,44.7,2,0,4,"32295",0.860990364361066,"No"
"CE-9410800","LARGE","F",18,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.466666667,0,66,34,46.5,85,4,346,"26349",0.10763882316103,"No"
"CE-2737458","LARGE","M",27,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.466666667,1,81,18,44.4,57.66666667,0.666666667,104,"73939",0.536068080799991,"Y"
"CE-3171543","LARGE","F",31,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.466666667,1,54,45,32.8,51,0.333333333,45.66666667,"87747",0.926805708737797,"Y"
"CE-9428708","SMALL","M",88,"Y","N","N","THIRD PARTY SALES CHANNEL",,-5.5,1,66,33,48.6,16.66666667,0.333333333,42.66666667,"26977",0.175765376712445,"N"
"CE-3875594","LARGE","F",53,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.5,1,38,61,43.7,55.33333333,0.333333333,198.6666667,"00496",0.552844638327799,"N"
"CE-3705455","LARGE","M",21,"N","N","Y","THIRD PARTY SALES CHANNEL",12,-5.5,1,48,51,44.7,132.6666667,107.3333333,202,"92810",0.482168412853328,"Yes"
"CE-8379977","MEDIUM","M",30,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.5,0,0,100,43.7,90.66666667,1,69,"43219",0.848712502101826,"Y"
"CE-8791437","MEDIUM","M",24,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.5,0,0,100,35.7,49,3.333333333,180,"43496",0.985491135025049,"Y"
"CE-1911510","MEDIUM","M",26,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.5,1,45,54,44.7,40,4.333333333,106.6666667,"30491",0.323002503918496,"N"
"CE-7286342","LARGE","M",35,"Y","N","N","THIRD PARTY SALES CHANNEL",12,-5.5,1,7,92,37.7,93.33333333,21.33333333,203.6666667,"27365",0.39918255460731,"Y"
"CE-3825987","MEDIUM","M",41,"Y","N","N","THIRD PARTY SALES CHANNEL",12,-5.5,100,0,0,0,22,0,25,"43824",0.0101350320814299,"N"
"CE-6665215","SMALL","M",27,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.5,0,0,100,45.6,15,7,28.66666667,"43064",0.352176092941064,"N"
"CE-2153288","MEDIUM","M",43,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.5,0,100,0,29.5,46.66666667,0,28,"33973",0.0516513786448647,"N"
"CE-6629228","MEDIUM","M",46,"Y","N","N","THIRD PARTY SALES CHANNEL",12,-5.5,1,38,61,43.9,0.666666667,0,4.666666667,"00680",0.325465235917818,"No"
"CE-3691412","SMALL","M",21,"N","N","N","THIRD PARTY SALES CHANNEL",,-5.5,1,57,42,52.6,85,0.666666667,106,"58144",0.0833617990618157,"Yes"
"CE-1671231","MEDIUM","F",21,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.533333333,1,46,53,41.7,20.33333333,4.666666667,125.6666667,"76944",0.983429353142432,"Y"
"CE-4419599","SMALL","M",28,"N","N","Y","THIRD PARTY SALES CHANNEL",12,-5.533333333,1,85,14,39.5,72.66666667,1.333333333,90.33333333,"23250",0.808703642485124,"N"
"CE-9555247","MEDIUM","M",50,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.533333333,1,19,80,44.9,2,1,9.666666667,"61317",0.984667885631437,"Y"
"CE-4817436","MEDIUM","M",41,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.533333333,0,63,37,39.9,21.33333333,0,72.33333333,"64803",0.489649988404708,"Yes"
"CE-5168495","TOP","M",23,"N","N","N","THIRD PARTY SALES CHANNEL",,-5.533333333,0,100,0,44.1,316.3333333,4.666666667,385.6666667,"33192",0.841743058221415,"Y"
"CE-2500079","SMALL","M",33,"N","N","N","THIRD PARTY SALES CHANNEL",,-5.533333333,0,100,0,45.2,46,0,95.33333333,"33257",0.360673006728712,"Y"
"CE-7431169","LARGE","F",30,"N","N","N","THIRD PARTY SALES CHANNEL",,-5.533333333,1,82,17,39.7,92.66666667,21.33333333,84,"72436",0.727291481002357,"Yes"
"CE-2081876","LARGE","M",20,"N","N","N","THIRD PARTY SALES CHANNEL",,-5.533333333,1,17,82,40.9,250.3333333,0.666666667,149.6666667,"18462",0.0555822224712883,"N"
"CE-4229042","LARGE","M",24,"N","N","N","THIRD PARTY SALES CHANNEL",,-5.533333333,1,80,19,39.3,105.3333333,0,163.6666667,"10892",0.840258584310762,"Yes"
"CE-5389668","LARGE","M",39,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.533333333,1,38,61,41.3,28.66666667,1.333333333,55.66666667,"00444",0.208382971054804,"Yes"
"CE-3367182","LARGE","M",55,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.533333333,1,82,17,40.1,118.6666667,4,1,"72756",0.909197120651154,"Y"
"CE-2163097","LARGE","M",21,"N","N","Y","THIRD PARTY SALES CHANNEL",12,-5.533333333,0,100,0,43.2,38.33333333,10.33333333,70.33333333,"33460",0.236906722269356,"No"
"CE-5802130","SMALL","F",27,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.533333333,0,0,100,29.5,6,2,22.66666667,"43204",0.890198997366356,"Y"
"CE-1397384","LARGE","M",50,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.533333333,0,100,0,57.7,26,0,12,"33059",0.0265267447891957,"N"
"CE-8623622","SMALL","F",32,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.533333333,0,0,100,47.8,18.66666667,1.666666667,36,"43772",0.331581114147251,"No"
"CE-9834552","SMALL","M",47,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.533333333,0,100,0,45.8,18.66666667,0.666666667,46.66666667,"33954",0.922226580996733,"Yes"
"CE-182897","SMALL","M",27,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.533333333,0,0,100,36.2,100.6666667,14,117.6666667,"43506",0.637830432824038,"N"
"CE-3965408","SMALL","M",31,"N","N","N","THIRD PARTY SALES CHANNEL",,-5.533333333,1,72,27,44.3,14.33333333,1.666666667,16,"80213",0.895623509243429,"y"
"CE-7723197","LARGE","M",45,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.533333333,0,87,13,43.3,32,0.666666667,45,"40807",0.355569619807512,"Yes"
"CE-7402614","LARGE","M",54,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.533333333,1,5,94,45.7,29,0.333333333,75.33333333,"14590",0.279075501863673,"N"
"CE-5889703","SMALL","F",31,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.566666667,1,49,50,43.1,45.66666667,6.666666667,94,"47475",0.555575444813607,"N"
"CE-6660186","LARGE","M",22,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.566666667,1,35,64,49.6,68,2,140,"37783",0.516030608207592,"N"
"CE-5061965","MEDIUM","M",48,"N","N","N","THIRD PARTY SALES CHANNEL",,-5.566666667,0,50,50,38.6,112.6666667,3.666666667,131,"05615",0.879996058871062,"Y"
"CE-4607006","MEDIUM","M",56,"Y","N","N","THIRD PARTY SALES CHANNEL",12,-5.566666667,1,87,12,36.6,27.66666667,2,54.66666667,"40774",0.217213617931848,"No"
"CE-6326229","LARGE","F",55,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.566666667,0,75,25,50,88.33333333,0,122.3333333,"46714",0.0446890118874915,"N"
"CE-4389358","SMALL","M",30,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.566666667,1,24,75,49.7,13,4.333333333,22,"12817",0.340567806114204,"N"
"CE-3893386","LARGE","F",22,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.566666667,1,55,44,39.5,65.33333333,1.333333333,96.33333333,"68508",0.856261997901545,"N"
"CE-7080810","LARGE","M",21,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.566666667,0,100,0,29.2,90,33.33333333,98,"33810",0.487324773120529,"N"
"CE-23383","SMALL","M",30,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.566666667,1,11,88,32.1,1.666666667,0,0,"53290",0.484080301938391,"Yes"
"CE-8751445","MEDIUM","M",55,"N","N","Y","THIRD PARTY SALES CHANNEL",12,-5.566666667,1,86,13,41.5,4,0,66,"86822",0.773539449312116,"No"
"CE-2720249","LARGE","M",21,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.6,0,31,69,41.1,169.3333333,29.66666667,107,"08402",0.329476682282223,"Y"
"CE-9668295","MEDIUM","F",22,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.6,1,36,63,47.4,31.33333333,46,37,"04950",0.29554109349926,"Yes"
"CE-6094719","MEDIUM","M",71,"Y","N","N","THIRD PARTY SALES CHANNEL",12,-5.6,100,0,0,0,60,0,66.33333333,"43393",0.135083176842711,"N"
"CE-8428917","MEDIUM","F",37,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.6,1,49,50,45.4,87.33333333,4.666666667,184.3333333,"47498",0.258344090513161,"No"
"CE-2606694","LARGE","M",20,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.6,0,100,0,58.1,196.3333333,40.33333333,158.3333333,"33291",0.755724785021852,"No"
"CE-8759929","SMALL","M",23,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.6,1,44,55,51.4,35.33333333,6.333333333,52,"81563",0.0374677054068783,"N"
"CE-5241882","LARGE","M",23,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.6,1,33,66,47.8,105.6666667,0,109.3333333,"31750",0.947452920119127,"Yes"
"CE-2243031","LARGE","M",28,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.6,1,80,19,46,113.3333333,2.333333333,125,"10007",0.998516637411011,"Yes"
"CE-7097820","LARGE","M",18,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.6,1,39,60,42.4,74.66666667,26.66666667,182.6666667,"96762",0.953856460995638,"y"
"CE-4726042","SMALL","M",54,"N","N","N","THIRD PARTY SALES CHANNEL",,-5.6,0,74,26,48,7.333333333,0.333333333,34.33333333,"25259",0.729976436390898,"y"
"CE-511797","SMALL","M",33,"N","N","N","THIRD PARTY SALES CHANNEL",12,-5.6,0,59,41,53.2,9.333333333,1,12.66666667,"91358",0.796329979889037,"Y"
